Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed
2014-01-03,Newcastle,20.8,29.2,0,NA,NA
2014-01-04,Newcastle,21.6,26.5,0,NA,NA
2014-01-05,Newcastle,20.8,30.8,0,NA,NA
2014-01-06,Newcastle,18.4,30.2,0,NA,NA
2014-01-07,Newcastle,19.1,23,0,NA,NA
2014-01-08,Newcastle,17,25.5,0,NA,NA
2014-01-09,Newcastle,13.8,25.9,0,NA,NA
2014-01-10,Newcastle,17.2,29.5,0,NA,NA
2014-01-11,Newcastle,18.8,32,0,NA,NA
2014-01-12,Newcastle,18.2,NA,0,NA,NA
2014-01-13,Newcastle,NA,NA,0,NA,NA
2014-01-14,Newcastle,NA,NA,0,NA,NA
2014-01-15,Newcastle,NA,NA,0,NA,NA
2014-01-16,Newcastle,NA,33.7,0,NA,NA
2014-01-17,Newcastle,16.7,31.7,0,NA,NA
2014-01-18,Newcastle,17.6,33.7,0,NA,NA
2014-01-19,Newcastle,19.2,28.2,0,NA,NA
2014-01-20,Newcastle,21.4,28.5,0,NA,NA
2014-01-21,Newcastle,21.3,25,0.8,NA,NA
2014-01-22,Newcastle,22,25,1,NA,NA
2014-01-23,Newcastle,19.2,25,1,NA,NA
2014-01-24,Newcastle,19.4,29.7,0,NA,NA
2014-01-25,Newcastle,18.8,25.2,8.4,NA,NA
2014-01-26,Newcastle,16.5,25,0.4,NA,NA
2014-01-27,Newcastle,15.5,28,0,NA,NA
2014-01-28,Newcastle,17.2,29.8,0,NA,NA
2014-01-29,Newcastle,18.2,32.8,0,NA,NA
2014-01-30,Newcastle,18,31.2,0,NA,NA
2014-01-31,Newcastle,17.7,33,0,NA,NA
2014-02-01,Newcastle,19.2,NA,0,NA,NA
2014-02-02,Newcastle,NA,30.8,0,NA,NA
2014-02-03,Newcastle,19.8,31.2,0,NA,NA
2014-02-04,Newcastle,18.8,30,0,NA,NA
2014-02-05,Newcastle,17.1,24.8,0,NA,NA
2014-02-06,Newcastle,16.6,24.3,0.2,NA,NA
2014-02-07,Newcastle,14.8,30.8,0,NA,NA
2014-02-08,Newcastle,14.4,30.8,0,NA,NA
2014-02-09,Newcastle,18,33.6,0,NA,NA
2014-02-10,Newcastle,17.8,NA,0,NA,NA
2014-02-11,Newcastle,NA,28.3,0,NA,NA
2014-02-12,Newcastle,21.2,29.8,0,NA,NA
2014-02-13,Newcastle,20.8,30.9,0,NA,NA
2014-02-14,Newcastle,19.5,25,1.2,NA,NA
2014-02-15,Newcastle,20,25.8,1.6,NA,NA
2014-02-16,Newcastle,20.8,25.7,1.2,NA,NA
2014-02-17,Newcastle,18.8,25.2,15,NA,NA
2014-02-18,Newcastle,19.7,24.8,0,NA,NA
2014-02-19,Newcastle,19.7,32,0,NA,NA
2014-02-20,Newcastle,21.4,27.3,46.8,NA,NA
2014-02-21,Newcastle,19.8,25.5,0,NA,NA
2014-02-22,Newcastle,19.3,25.5,0,NA,NA
2014-02-23,Newcastle,19.8,24.8,0,NA,NA
2014-02-24,Newcastle,18.8,27.2,2,NA,NA
2014-02-25,Newcastle,18.8,29.3,0,NA,NA
2014-02-26,Newcastle,17.7,34.2,0,NA,NA
2014-02-27,Newcastle,20.7,27.5,0,NA,NA
2014-02-28,Newcastle,18.3,22.8,31.1,NA,NA
2014-03-01,Newcastle,18.8,24,21.8,NA,NA
2014-03-02,Newcastle,17.8,24.5,8,NA,NA
2014-03-03,Newcastle,18.4,25.5,1,NA,NA
2014-03-04,Newcastle,18.5,27.2,15,NA,NA
2014-03-05,Newcastle,16,30,0.4,NA,NA
2014-03-06,Newcastle,18,26.8,0.2,NA,NA
2014-03-07,Newcastle,18.8,28,0,NA,NA
2014-03-08,Newcastle,19.4,28.5,0,NA,NA
2014-03-09,Newcastle,18,27.5,0,NA,NA
2014-03-10,Newcastle,18.5,28,0,NA,NA
2014-03-11,Newcastle,18.4,27.3,0,NA,NA
2014-03-12,Newcastle,16.2,30.2,0,NA,NA
2014-03-13,Newcastle,19.5,26.2,0,NA,NA
2014-03-14,Newcastle,17.8,29,0,NA,NA
2014-03-15,Newcastle,17,30.8,0,NA,NA
2014-03-16,Newcastle,18.4,31.5,0.4,NA,NA
2014-03-17,Newcastle,13,26.5,1.2,NA,NA
2014-03-18,Newcastle,13,29.5,0,NA,NA
2014-03-19,Newcastle,15.5,27,0,NA,NA
2014-03-20,Newcastle,18.4,27.8,0,NA,NA
2014-03-21,Newcastle,19.7,26.5,2,NA,NA
2014-03-22,Newcastle,16.4,29.8,0,NA,NA
2014-03-23,Newcastle,18,29.3,0,NA,NA
2014-03-24,Newcastle,18.6,24.8,3,NA,NA
2014-03-25,Newcastle,15.8,24.2,1,NA,NA
2014-03-26,Newcastle,18,25.8,1.2,NA,NA
2014-03-27,Newcastle,20.7,22.8,2.6,NA,NA
2014-03-28,Newcastle,18.4,25.5,6.8,NA,NA
2014-03-29,Newcastle,16.8,24.7,27.8,NA,NA
2014-03-30,Newcastle,17,NA,NA,NA,NA
2014-03-31,Newcastle,NA,NA,NA,NA,NA
2014-04-01,Newcastle,NA,NA,NA,NA,NA
2014-04-02,Newcastle,NA,NA,NA,NA,NA
2014-04-03,Newcastle,NA,NA,NA,NA,NA
2014-04-04,Newcastle,NA,NA,NA,NA,NA
2014-04-05,Newcastle,NA,29,NA,NA,NA
2014-04-06,Newcastle,16.5,23.2,38.2,NA,NA
2014-04-07,Newcastle,15.8,22.8,8,NA,NA
2014-04-08,Newcastle,16.6,25,0,NA,NA
2014-04-09,Newcastle,15,25.7,0,NA,NA
2014-04-10,Newcastle,16.5,23.8,0,NA,NA
2014-04-11,Newcastle,18.2,28.8,0,NA,NA
2014-04-12,Newcastle,17.4,22.8,0,NA,NA
2014-04-13,Newcastle,15.5,NA,0,NA,NA
2014-04-14,Newcastle,NA,21.8,0.8,NA,NA
2014-04-15,Newcastle,14.8,22.3,5,NA,NA
2014-04-16,Newcastle,15,23.2,21.8,NA,NA
2014-04-17,Newcastle,12.6,24.5,0,NA,NA
2014-04-18,Newcastle,11.4,25.4,0,NA,NA
2014-04-19,Newcastle,12,22.7,0,NA,NA
2014-04-20,Newcastle,12.5,24.8,0,NA,NA
2014-04-21,Newcastle,10.4,24.2,0,NA,NA
2014-04-22,Newcastle,9.5,27.7,0,NA,NA
2014-04-23,Newcastle,17,NA,0,NA,NA
2014-04-24,Newcastle,NA,29.5,0,NA,NA
2014-04-25,Newcastle,11,21.2,11.8,NA,NA
2014-04-26,Newcastle,12.5,22.3,14.2,NA,NA
2014-04-27,Newcastle,15,19.2,12,NA,NA
2014-04-28,Newcastle,14.8,21.7,23,NA,NA
2014-04-29,Newcastle,11.1,24.5,0,NA,NA
2014-04-30,Newcastle,15.5,23.2,0.4,NA,NA
2014-05-01,Newcastle,10.4,21.5,8,NA,NA
2014-05-02,Newcastle,12,21.5,0,NA,NA
2014-05-03,Newcastle,12,16.8,0,NA,NA
2014-05-04,Newcastle,9.7,20.8,3,NA,NA
2014-05-05,Newcastle,8.4,18.7,0,NA,NA
2014-05-06,Newcastle,6.8,20.8,0,NA,NA
2014-05-07,Newcastle,11.4,NA,0,NA,NA
2014-05-08,Newcastle,NA,20.4,0,NA,NA
2014-05-09,Newcastle,10.8,21,10,NA,NA
2014-05-10,Newcastle,9.7,21.2,0.2,NA,NA
2014-05-11,Newcastle,13.8,23,1.8,NA,NA
2014-05-12,Newcastle,11.9,22.2,15.7,NA,NA
2014-05-13,Newcastle,14.7,22.7,8.6,NA,NA
2014-05-14,Newcastle,10.5,22,1,NA,NA
2014-05-15,Newcastle,8.8,22.3,0.5,NA,NA
2014-05-16,Newcastle,8.6,23.8,0.5,NA,NA
2014-05-17,Newcastle,9.4,23.5,0.1,NA,NA
2014-05-18,Newcastle,10.1,21.8,0,NA,NA
2014-05-19,Newcastle,10.7,24.9,0,NA,NA
2014-05-20,Newcastle,11.4,23.1,0,NA,NA
2014-05-21,Newcastle,12.7,23.5,0,NA,NA
2014-05-22,Newcastle,11.2,25.1,0.1,NA,NA
2014-05-23,Newcastle,10.4,25,0,NA,NA
2014-05-24,Newcastle,13,25.9,0,NA,NA
2014-05-25,Newcastle,14.6,24.5,0.2,NA,NA
2014-05-26,Newcastle,11.4,25,0.2,NA,NA
2014-05-27,Newcastle,13.4,25.5,0.2,NA,NA
2014-05-28,Newcastle,14,24,0,NA,NA
2014-05-29,Newcastle,9.2,21.8,0,NA,NA
2014-05-30,Newcastle,14,19.8,35,NA,NA
2014-05-31,Newcastle,11.8,20.8,0.4,NA,NA
2014-06-01,Newcastle,12.5,21.7,0.1,NA,NA
2014-06-02,Newcastle,12,21.2,8.4,NA,NA
2014-06-03,Newcastle,9.7,19.2,0.2,NA,NA
2014-06-04,Newcastle,9.5,21,0,NA,NA
2014-06-05,Newcastle,12,20.2,3.4,NA,NA
2014-06-06,Newcastle,14.2,18.4,5.2,NA,NA
2014-06-07,Newcastle,11.5,19,26,NA,NA
2014-06-08,Newcastle,10,18.2,1,NA,NA
2014-06-09,Newcastle,7,19.4,0.2,NA,NA
2014-06-10,Newcastle,11.4,19,9.2,NA,NA
2014-06-11,Newcastle,8,19.8,0.8,NA,NA
2014-06-12,Newcastle,11.5,20,0,NA,NA
2014-06-13,Newcastle,8.8,17.8,0.1,NA,NA
2014-06-14,Newcastle,10.1,19.2,0.8,NA,NA
2014-06-15,Newcastle,9,16.2,0,NA,NA
2014-06-16,Newcastle,9.2,18,0,NA,NA
2014-06-17,Newcastle,9.4,19.9,0.1,NA,NA
2014-06-18,Newcastle,10.9,18.8,0,NA,NA
2014-06-19,Newcastle,6.6,19,0.1,NA,NA
2014-06-20,Newcastle,9.3,21.8,0.1,NA,NA
2014-06-21,Newcastle,10.2,21.7,2.6,NA,NA
2014-06-22,Newcastle,7.4,20,0,NA,NA
2014-06-23,Newcastle,7.2,15.8,0.1,NA,NA
2014-06-24,Newcastle,8.8,15.8,0,NA,NA
2014-06-25,Newcastle,10.5,19.2,0,NA,NA
2014-06-26,Newcastle,10.5,19.4,0,NA,NA
2014-06-27,Newcastle,8.2,19.3,0.1,NA,NA
2014-06-28,Newcastle,3.4,21,0,NA,NA
2014-06-29,Newcastle,9.5,15,1,NA,NA
2014-06-30,Newcastle,7.8,16.8,0,NA,NA
2014-07-01,Newcastle,5.9,17.5,0.1,NA,NA
2014-07-02,Newcastle,5.7,18.8,0,NA,NA
2014-07-03,Newcastle,4.5,19.4,0.1,NA,NA
2014-07-04,Newcastle,4.4,20.2,0,NA,NA
2014-07-05,Newcastle,4.2,19.8,0.1,NA,NA
2014-07-06,Newcastle,8.5,16.8,0,NA,NA
2014-07-07,Newcastle,6.8,17.4,0,NA,NA
2014-07-08,Newcastle,6.8,17.7,0,NA,NA
2014-07-09,Newcastle,2.2,NA,0,NA,NA
2014-07-10,Newcastle,6.8,15.5,0,NA,NA
2014-07-11,Newcastle,8.6,16.8,0,NA,NA
2014-07-12,Newcastle,6.9,17.5,0,NA,NA
2014-07-13,Newcastle,8.7,15.4,0,NA,NA
2014-07-14,Newcastle,7,16.8,5.4,NA,NA
2014-07-15,Newcastle,8.8,16.5,1,NA,NA
2014-07-16,Newcastle,10.2,18.4,1,NA,NA
2014-07-17,Newcastle,8.2,18.3,1.8,NA,NA
2014-07-18,Newcastle,8.2,16.4,0,NA,NA
2014-07-19,Newcastle,7.2,14.8,0.1,NA,NA
2014-07-20,Newcastle,9.6,15.8,2.8,NA,NA
2014-07-21,Newcastle,8.7,17.6,0,NA,NA
2014-07-22,Newcastle,8.5,17.9,0,NA,NA
2014-07-23,Newcastle,5.2,18.2,0.2,NA,NA
2014-07-24,Newcastle,NA,18.2,0.1,NA,NA
2014-07-25,Newcastle,7,17.2,0.2,NA,NA
2014-07-26,Newcastle,10,19.2,10.8,NA,NA
2014-07-27,Newcastle,6.8,19.8,5.8,NA,NA
2014-07-28,Newcastle,7.8,19.2,0,NA,NA
2014-07-29,Newcastle,8.7,20.8,0.1,NA,NA
2014-07-30,Newcastle,10.4,22.5,0,NA,NA
2014-07-31,Newcastle,13.2,24.5,0,NA,NA
2014-08-01,Newcastle,8.7,21,0,NA,NA
2014-08-02,Newcastle,4.8,15.8,0,NA,NA
2014-08-03,Newcastle,6.2,15.6,0.6,NA,NA
2014-08-04,Newcastle,4.2,18.8,1.2,NA,NA
2014-08-05,Newcastle,5.9,21.2,0.2,NA,NA
2014-08-06,Newcastle,4.4,20.2,0,NA,NA
2014-08-07,Newcastle,6.4,18.4,0,NA,NA
2014-08-08,Newcastle,5.1,19.2,0.1,NA,NA
2014-08-09,Newcastle,5.5,20.8,0,NA,NA
2014-08-10,Newcastle,11.4,21.2,0,NA,NA
2014-08-11,Newcastle,7.5,15.2,0.1,NA,NA
2014-08-12,Newcastle,7.6,16.8,0,NA,NA
2014-08-13,Newcastle,6,17.3,18.2,NA,NA
2014-08-14,Newcastle,3.5,18.2,0.6,NA,NA
2014-08-15,Newcastle,7.6,19,0.4,NA,NA
2014-08-16,Newcastle,8.2,18.2,0,NA,NA
2014-08-17,Newcastle,12,20,21.8,NA,NA
2014-08-18,Newcastle,9.6,NA,0.6,NA,NA
2014-08-19,Newcastle,NA,17.2,30.8,NA,NA
2014-08-20,Newcastle,10.6,17.2,7.6,NA,NA
2014-08-21,Newcastle,10.2,16.8,13.2,NA,NA
2014-08-22,Newcastle,11.4,18.6,8.6,NA,NA
2014-08-23,Newcastle,11.1,18.2,5,NA,NA
2014-08-24,Newcastle,11.6,19.7,6.4,NA,NA
2014-08-25,Newcastle,NA,19.8,4.8,NA,NA
2014-08-26,Newcastle,12.1,18.8,1.8,NA,NA
2014-08-27,Newcastle,13.2,19.5,12.6,NA,NA
2014-08-28,Newcastle,11.8,19,19.2,NA,NA
2014-08-29,Newcastle,9.9,18,2.4,NA,NA
2014-08-30,Newcastle,11.6,18.2,2,NA,NA
2014-08-31,Newcastle,12.2,21,0.2,NA,NA
2014-09-01,Newcastle,9.2,23.2,0.1,NA,NA
2014-09-02,Newcastle,12.3,17,0,NA,NA
2014-09-03,Newcastle,9,17.5,4,NA,NA
2014-09-04,Newcastle,10.2,18,0.5,NA,NA
2014-09-05,Newcastle,10,18,4.4,NA,NA
2014-09-06,Newcastle,10.6,18.5,8.8,NA,NA
2014-09-07,Newcastle,11.6,19.3,9.2,NA,NA
2014-09-08,Newcastle,9.1,20.5,0.4,NA,NA
2014-09-09,Newcastle,NA,23.8,0.1,NA,NA
2014-09-10,Newcastle,13.7,24.7,6.4,NA,NA
2014-09-11,Newcastle,9.5,24.2,0,NA,NA
2014-09-12,Newcastle,13.2,18.8,3.4,NA,NA
2014-09-13,Newcastle,13.7,20.5,0,NA,NA
2014-09-14,Newcastle,10,25.7,0,NA,NA
2014-09-15,Newcastle,11.8,21.4,0.5,NA,NA
2014-09-16,Newcastle,14.2,26.6,0,NA,NA
2014-09-17,Newcastle,11.7,23.5,0,NA,NA
2014-09-18,Newcastle,9.2,20,0,NA,NA
2014-09-19,Newcastle,9.4,19.8,0,NA,NA
2014-09-20,Newcastle,5.7,NA,0,NA,NA
2014-09-21,Newcastle,NA,19.6,0,NA,NA
2014-09-22,Newcastle,9,20.8,0,NA,NA
2014-09-23,Newcastle,7.5,21.7,0,NA,NA
2014-09-24,Newcastle,9.2,25.2,0,NA,NA
2014-09-25,Newcastle,14.4,23.2,1,NA,NA
2014-09-26,Newcastle,14.2,21.2,3.4,NA,NA
2014-09-27,Newcastle,13.6,20.5,0,NA,NA
2014-09-28,Newcastle,8.5,23.6,0.5,NA,NA
2014-09-29,Newcastle,11.2,30.5,0,NA,NA
2014-09-30,Newcastle,14.5,31.2,0,NA,NA
2014-10-01,Newcastle,15.2,22.2,0,NA,NA
2014-10-02,Newcastle,7.4,23.8,0,NA,NA
2014-10-03,Newcastle,9.4,23,0,NA,NA
2014-10-04,Newcastle,15.5,27.2,0,NA,NA
2014-10-05,Newcastle,12.1,32,0,NA,NA
2014-10-06,Newcastle,17,25.5,0,NA,NA
2014-10-07,Newcastle,17.8,31.2,0,NA,NA
2014-10-08,Newcastle,15.2,19,0.2,NA,NA
2014-10-09,Newcastle,13.4,22.4,7.6,NA,NA
2014-10-10,Newcastle,11.5,26,0,NA,NA
2014-10-11,Newcastle,13.1,27,0,NA,NA
2014-10-12,Newcastle,13.6,28.7,0,NA,NA
2014-10-13,Newcastle,15,30,0,NA,NA
2014-10-14,Newcastle,12.9,19.9,14.6,NA,NA
2014-10-15,Newcastle,8.1,17.5,20.4,NA,NA
2014-10-16,Newcastle,6.6,23.4,0.2,NA,NA
2014-10-17,Newcastle,10,20.2,0,NA,NA
2014-10-18,Newcastle,11.5,20.8,6.8,NA,NA
2014-10-19,Newcastle,9.8,24.8,0,NA,NA
2014-10-20,Newcastle,10.7,21.8,0,NA,NA
2014-10-21,Newcastle,14.8,18.8,0,NA,NA
2014-10-22,Newcastle,12.6,23.5,1.6,NA,NA
2014-10-23,Newcastle,11.8,29.8,0,NA,NA
2014-10-24,Newcastle,16.6,29.2,0,NA,NA
2014-10-25,Newcastle,16.5,32.4,0.6,NA,NA
2014-10-26,Newcastle,17.5,35.2,0,NA,NA
2014-10-27,Newcastle,17.2,32,0,NA,NA
2014-10-28,Newcastle,14.1,30.8,0,NA,NA
2014-10-29,Newcastle,15,25,0,NA,NA
2014-10-30,Newcastle,12.8,29.8,0,NA,NA
2014-10-31,Newcastle,13,33,0,NA,NA
2014-11-01,Newcastle,20.2,36.8,0.4,NA,NA
2014-11-02,Newcastle,13.2,25,1.2,NA,NA
2014-11-03,Newcastle,13.1,22.8,0,NA,NA
2014-11-04,Newcastle,15.1,24.5,0,NA,NA
2014-11-05,Newcastle,15.1,29.2,0,NA,NA
2014-11-06,Newcastle,NA,23.2,22.5,NA,NA
2014-11-07,Newcastle,15.5,23.1,0.2,NA,NA
2014-11-08,Newcastle,13,25,0,NA,NA
2014-11-09,Newcastle,14.6,27,0,NA,NA
2014-11-10,Newcastle,17.1,25,0,NA,NA
2014-11-11,Newcastle,17.5,22.7,0,NA,NA
2014-11-12,Newcastle,15.1,23.5,0,NA,NA
2014-11-13,Newcastle,16.9,26,0,NA,NA
2014-11-14,Newcastle,16.4,39.2,0,NA,NA
2014-11-15,Newcastle,19.5,26.2,0,NA,NA
2014-11-16,Newcastle,15.6,30.2,0,NA,NA
2014-11-17,Newcastle,13.4,25.4,1,NA,NA
2014-11-18,Newcastle,16.3,26.5,0,NA,NA
2014-11-19,Newcastle,17.8,24.8,0,NA,NA
2014-11-20,Newcastle,16.6,32.4,0,NA,NA
2014-11-21,Newcastle,21.4,38.8,0,NA,NA
2014-11-22,Newcastle,19,27.5,0,NA,NA
2014-11-23,Newcastle,19.2,37,0,NA,NA
2014-11-24,Newcastle,20.8,28.2,10.2,NA,NA
2014-11-25,Newcastle,22.2,28.7,10,NA,NA
2014-11-26,Newcastle,18.8,26.2,0,NA,NA
2014-11-27,Newcastle,19.2,22.8,0.2,NA,NA
2014-11-28,Newcastle,18.4,23.7,0,NA,NA
2014-11-29,Newcastle,15.8,28.2,0,NA,NA
2014-11-30,Newcastle,16,31.4,0,NA,NA
2014-12-01,Newcastle,21,30.7,0.4,NA,NA
2014-12-02,Newcastle,20.6,34.2,0.6,NA,NA
2014-12-03,Newcastle,20.8,35.8,0,NA,NA
2014-12-04,Newcastle,20,29,6.2,NA,NA
2014-12-05,Newcastle,18.9,31.2,0.8,NA,NA
2014-12-06,Newcastle,17.5,29.2,33.8,NA,NA
2014-12-07,Newcastle,18.9,31.5,1.8,NA,NA
2014-12-08,Newcastle,19.2,31,20.2,NA,NA
2014-12-09,Newcastle,20.4,25.6,0.2,NA,NA
2014-12-10,Newcastle,19,27.7,0,NA,NA
2014-12-11,Newcastle,20.5,NA,17.2,NA,NA
2014-12-12,Newcastle,NA,22,NA,NA,NA
2014-12-13,Newcastle,12.4,22.8,8.8,NA,NA
2014-12-14,Newcastle,13.3,25.8,0,NA,NA
2014-12-15,Newcastle,16.8,27.2,0,NA,NA
2014-12-16,Newcastle,16.2,29.2,0,NA,NA
2014-12-17,Newcastle,20.8,23.7,0,NA,NA
2014-12-18,Newcastle,16.2,27.2,1.4,NA,NA
2014-12-19,Newcastle,18.2,23.8,0,NA,NA
2014-12-20,Newcastle,18,24.8,0,NA,NA
2014-12-21,Newcastle,17,28.7,0,NA,NA
2014-12-22,Newcastle,18.4,31.2,0,NA,NA
2014-12-23,Newcastle,18.9,28.2,3.8,NA,NA
2014-12-24,Newcastle,18.5,NA,1.2,NA,NA
2014-12-25,Newcastle,NA,31.2,0,NA,NA
2014-12-26,Newcastle,19.5,31,22.8,NA,NA
2014-12-27,Newcastle,19.8,22.5,0,NA,NA
2014-12-28,Newcastle,18,22.3,0,NA,NA
2014-12-29,Newcastle,18.3,29.8,6,NA,NA
2014-12-30,Newcastle,19.2,29.2,0,NA,NA
2014-12-31,Newcastle,19.4,26.2,0,NA,NA
2015-01-01,Newcastle,19.2,33.2,0,NA,NA
2015-01-02,Newcastle,22.8,30.5,0,NA,NA
2015-01-03,Newcastle,21,32.2,0,NA,NA
2015-01-04,Newcastle,21.2,34,0,NA,NA
2015-01-05,Newcastle,21.5,26.8,0,NA,NA
2015-01-06,Newcastle,21,29.6,0,NA,NA
2015-01-07,Newcastle,20.8,30.8,0,NA,NA
2015-01-08,Newcastle,18.8,32.5,0,NA,NA
2015-01-09,Newcastle,20.6,34.2,0,NA,NA
2015-01-10,Newcastle,21.6,31,0,NA,NA
2015-01-11,Newcastle,20.8,23,5,NA,NA
2015-01-12,Newcastle,20.3,25.2,13,NA,NA
2015-01-13,Newcastle,19.7,28.2,0.8,NA,NA
2015-01-14,Newcastle,21.7,35,4,NA,NA
2015-01-15,Newcastle,20,29.5,0,NA,NA
2015-01-16,Newcastle,21,32.5,1,NA,NA
2015-01-17,Newcastle,17,35.5,0,NA,NA
2015-01-18,Newcastle,20.2,29.5,0,NA,NA
2015-01-19,Newcastle,19.2,21.5,20,NA,NA
2015-01-20,Newcastle,17.4,26.2,38.4,NA,NA
2015-01-21,Newcastle,18,29.9,1,NA,NA
2015-01-22,Newcastle,20.1,29.3,0,NA,NA
2015-01-23,Newcastle,NA,31.1,0,NA,NA
2015-01-24,Newcastle,21,31.2,0.8,NA,NA
2015-01-25,Newcastle,20.2,35.2,1,NA,NA
2015-01-26,Newcastle,20.7,23,2,NA,NA
2015-01-27,Newcastle,19.5,21,8.2,NA,NA
2015-01-28,Newcastle,17.2,22.5,51.4,NA,NA
2015-01-29,Newcastle,15.2,24.2,2.6,NA,NA
2015-01-30,Newcastle,12.2,27,0,NA,NA
2015-01-31,Newcastle,15.9,27.1,0,NA,NA
2015-02-01,Newcastle,19.2,26,0.7,NA,NA
2015-02-02,Newcastle,18,25.2,10.6,NA,NA
2015-02-03,Newcastle,18.2,25,14.4,NA,NA
2015-02-04,Newcastle,15.1,25,0.6,NA,NA
2015-02-05,Newcastle,17.6,24.6,5.6,NA,NA
2015-02-06,Newcastle,15.8,24.8,5,NA,NA
2015-02-07,Newcastle,15.5,NA,0.2,NA,NA
2015-02-08,Newcastle,NA,33.3,0,NA,NA
2015-02-09,Newcastle,21.4,28.3,0,NA,NA
2015-02-10,Newcastle,21.1,29.8,1.4,NA,NA
2015-02-11,Newcastle,20.2,29.8,0,NA,NA
2015-02-12,Newcastle,19.9,29.8,0,NA,NA
2015-02-13,Newcastle,20.6,27.7,4.4,NA,NA
2015-02-14,Newcastle,19,NA,0,NA,NA
2015-02-15,Newcastle,NA,31.7,0,NA,NA
2015-02-16,Newcastle,18.8,29.9,20.2,NA,NA
2015-02-17,Newcastle,19,29.2,0,NA,NA
2015-02-18,Newcastle,19.7,29,0,NA,NA
2015-02-19,Newcastle,19.4,27.7,0.6,NA,NA
2015-02-20,Newcastle,19.8,25.4,0.8,NA,NA
2015-02-21,Newcastle,20.2,25.7,6.4,NA,NA
2015-02-22,Newcastle,20.4,26.8,2.4,NA,NA
2015-02-23,Newcastle,20.5,28.2,1,NA,NA
2015-02-24,Newcastle,20.8,27.2,0,NA,NA
2015-02-25,Newcastle,19.4,26.8,1.6,NA,NA
2015-02-26,Newcastle,19.4,26.2,6.8,NA,NA
2015-02-27,Newcastle,19.9,27.7,1,NA,NA
2015-02-28,Newcastle,18,28.7,5,NA,NA
2015-03-01,Newcastle,19.5,36.7,0,NA,NA
2015-03-02,Newcastle,18.8,24.3,6,NA,NA
2015-03-03,Newcastle,14.8,28.4,0,NA,NA
2015-03-04,Newcastle,17.9,30.2,0.4,NA,NA
2015-03-05,Newcastle,19.8,31.2,0,NA,NA
2015-03-06,Newcastle,14.8,31.3,0,NA,NA
2015-03-07,Newcastle,16.3,27.2,0,NA,NA
2015-03-08,Newcastle,19.3,31,0,NA,NA
2015-03-09,Newcastle,19.7,30.5,0,NA,NA
2015-03-10,Newcastle,21.1,27,0,NA,NA
2015-03-11,Newcastle,21.5,29.8,0.5,NA,NA
2015-03-12,Newcastle,19.3,28,0,NA,NA
2015-03-13,Newcastle,19,23.8,9.6,NA,NA
2015-03-14,Newcastle,15.7,25.2,2.6,NA,NA
2015-03-15,Newcastle,14.2,NA,0,NA,NA
2015-03-16,Newcastle,NA,NA,20,NA,NA
2015-03-17,Newcastle,NA,NA,NA,NA,NA
2015-03-18,Newcastle,NA,NA,NA,NA,NA
2015-03-19,Newcastle,NA,NA,NA,NA,NA
2015-03-20,Newcastle,NA,NA,NA,NA,NA
2015-03-21,Newcastle,NA,36,5.4,NA,NA
2015-03-22,Newcastle,11.8,24,0.6,NA,NA
2015-03-23,Newcastle,17.5,28.8,1.5,NA,NA
2015-03-24,Newcastle,18,32,1.5,NA,NA
2015-03-25,Newcastle,16.6,24,11.2,NA,NA
2015-03-26,Newcastle,16.1,28.8,1.5,NA,NA
2015-03-27,Newcastle,11.5,NA,0,NA,NA
2015-03-28,Newcastle,NA,23.5,0,NA,NA
2015-03-29,Newcastle,14.8,26,0,NA,NA
2015-03-30,Newcastle,18.2,24.2,0.8,NA,NA
2015-03-31,Newcastle,17.2,23,8.8,NA,NA
2015-04-01,Newcastle,16,27.2,11.6,NA,NA
2015-04-02,Newcastle,16.4,29.5,0.5,NA,NA
2015-04-03,Newcastle,18.8,21.3,0.4,NA,NA
2015-04-04,Newcastle,17.8,20.6,31.4,NA,NA
2015-04-05,Newcastle,15.8,24.4,32.4,NA,NA
2015-04-06,Newcastle,14.7,28.2,0.4,NA,NA
2015-04-07,Newcastle,14,25.3,11.6,NA,NA
2015-04-08,Newcastle,13.8,23.2,0,NA,NA
2015-04-09,Newcastle,13.6,22.8,0,NA,NA
2015-04-10,Newcastle,14.5,22.5,0,NA,NA
2015-04-11,Newcastle,13.8,22.5,0,NA,NA
2015-04-12,Newcastle,12.1,25.1,0.1,NA,NA
2015-04-13,Newcastle,14.2,21.5,0.4,NA,NA
2015-04-14,Newcastle,10.6,22.5,0,NA,NA
2015-04-15,Newcastle,12,26.8,0.1,NA,NA
2015-04-16,Newcastle,16.5,31.2,0.2,NA,NA
2015-04-17,Newcastle,19.7,25.2,0,NA,NA
2015-04-18,Newcastle,17.8,25.5,0,NA,NA
2015-04-19,Newcastle,16.8,23.3,4,NA,NA
2015-04-20,Newcastle,13.9,NA,3,NA,NA
2015-04-21,Newcastle,NA,NA,NA,NA,NA
2015-04-22,Newcastle,NA,19.7,NA,NA,NA
2015-04-23,Newcastle,NA,21.7,240,NA,NA
2015-04-24,Newcastle,13.6,26.2,0.4,NA,NA
2015-04-25,Newcastle,14.2,25.5,0.2,NA,NA
2015-04-26,Newcastle,11.2,18.7,11.6,NA,NA
2015-04-27,Newcastle,10.6,20.5,0,NA,NA
2015-04-28,Newcastle,11.5,20,0,NA,NA
