dateId,locationId,mimTemp,maxTemp,rainfall,windGustDir,windGustSpeed
2141,13,10.5,21.3,0.0,ESE,43.0
2142,13,10.6,17.1,5.8,SE,46.0
2143,13,12.1,18.6,4.4,W,46.0
2144,13,10.1,17.2,0.4,NNW,31.0
2145,13,8.2,21.5,0.0,SW,35.0
2146,13,5.1,25.1,0.0,WSW,35.0
2147,13,12.4,26.0,0.0,NE,54.0
2148,13,9.1,27.2,0.0,ESE,24.0
2149,13,9.5,28.4,0.0,NW,31.0
2150,13,10.2,31.1,0.0,W,22.0
2151,13,11.3,33.7,0.0,NW,59.0
2152,13,16.8,27.2,0.0,WSW,31.0
2153,13,10.6,27.1,0.0,W,46.0
2154,13,8.1,23.7,0.0,W,33.0
2155,13,8.6,26.1,0.0,SE,50.0
2156,13,11.5,26.7,0.0,ESE,48.0
2157,13,8.2,29.7,0.0,WSW,33.0
2158,13,10.5,32.6,0.0,W,31.0
2159,13,14.2,35.4,0.0,NNW,76.0
2160,13,13.1,25.6,0.0,WNW,33.0
2161,13,9.0,27.5,0.0,WNW,26.0
2162,13,9.9,30.4,0.0,E,33.0
2163,13,15.6,34.4,0.0,NE,28.0
2164,13,15.1,37.1,0.0,W,44.0
2165,13,21.5,23.7,0.0,NW,54.0
2166,13,10.1,17.5,29.4,WSW,56.0
2167,13,5.8,20.4,3.2,WNW,43.0
2168,13,7.7,26.1,0.0,ENE,44.0
2169,13,10.2,32.1,0.0,N,31.0
2170,13,18.1,30.4,0.0,WSW,50.0
2171,13,12.1,22.4,0.0,W,44.0
2172,13,10.9,24.5,0.0,W,43.0
2173,13,9.9,27.6,0.0,W,35.0
2174,13,11.2,30.2,0.0,W,37.0
2175,13,14.4,29.5,0.0,NW,33.0
2176,13,12.8,31.1,0.0,SW,41.0
2177,13,15.8,32.9,0.0,SSW,43.0
2178,13,16.9,34.0,0.0,N,30.0
2179,13,18.8,37.6,0.0,ENE,28.0
2180,13,19.2,39.7,0.0,NNW,37.0
2181,13,22.2,40.7,0.2,SW,46.0
2182,13,23.7,40.5,0.0,WNW,54.0
2183,13,25.2,36.4,0.0,SW,39.0
2184,13,18.3,23.9,5.2,NW,37.0
2185,13,11.6,29.1,13.0,SSE,20.0
2186,13,15.7,29.1,0.0,NNE,28.0
2187,13,14.9,30.8,0.0,SW,52.0
2188,13,14.0,32.5,1.4,SSE,24.0
2189,13,14.4,37.1,0.0,W,39.0
2190,13,16.1,30.9,0.0,WNW,35.0
2191,13,11.7,30.9,0.0,WNW,41.0
2192,13,10.4,31.4,0.0,WSW,43.0
2193,13,12.0,27.4,0.0,WNW,43.0
2194,13,16.7,27.7,0.0,W,31.0
2195,13,18.9,30.6,0.2,WSW,44.0
2196,13,13.1,25.6,0.0,W,46.0
2197,13,8.4,29.4,0.0,WNW,65.0
2198,13,12.1,23.7,0.0,WSW,56.0
2199,13,9.8,27.5,0.0,SSE,41.0
2200,13,14.2,30.4,0.0,SE,33.0
2201,13,16.9,29.0,0.0,NE,31.0
2202,13,14.4,33.6,1.4,NNE,28.0
2203,13,16.5,36.5,0.0,WSW,30.0
2204,13,18.8,38.9,0.0,SSE,30.0
2205,13,17.1,39.0,0.0,ESE,46.0
2206,13,18.6,41.2,0.0,NNW,33.0
2207,13,21.0,41.8,0.0,SSE,28.0
2208,13,23.0,43.6,0.0,N,35.0
2209,13,21.7,42.6,0.0,NE,33.0
2210,13,22.0,41.2,0.0,WSW,39.0
2211,13,21.3,37.9,0.0,NW,37.0
2212,13,19.0,34.2,0.0,SSE,52.0
2213,13,17.9,33.2,0.0,SW,41.0
2214,13,15.8,33.3,0.0,ESE,39.0
2215,13,16.2,34.5,0.0,NNE,31.0
2216,13,20.1,23.4,2.8,NE,41.0
2217,13,13.3,25.9,31.0,ESE,35.0
2218,13,12.4,29.4,0.0,SSE,28.0
2219,13,14.8,32.7,0.0,NNE,28.0
2220,13,16.4,36.6,0.0,N,31.0
2221,13,18.8,40.6,0.0,NNW,39.0
2222,13,20.6,39.7,0.0,N,35.0
2223,13,21.8,41.7,0.0,W,44.0
2224,13,23.2,41.6,0.0,W,39.0
2225,13,20.7,41.1,0.0,NNE,28.0
2226,13,20.5,40.5,0.0,W,57.0
2227,13,21.0,31.9,1.2,SE,48.0
2228,13,16.7,30.9,0.0,NNE,33.0
2229,13,16.6,33.7,0.0,NE,31.0
2230,13,16.7,36.8,0.0,SSW,37.0
2231,13,18.4,40.1,0.0,N,33.0
2232,13,18.8,42.0,0.0,NNW,63.0
2233,13,18.6,36.8,0.0,W,28.0
2234,13,13.9,36.9,0.0,SW,30.0
2235,13,17.0,36.2,0.0,SE,19.0
2236,13,21.8,31.2,0.0,S,22.0
2237,13,21.3,30.6,0.0,WSW,28.0
2238,13,19.2,23.1,21.8,E,20.0
2239,13,20.0,31.4,7.0,W,43.0
2240,13,13.0,29.9,0.0,SE,31.0
2241,13,15.3,33.4,0.0,N,35.0
2242,13,18.1,32.3,0.0,WNW,83.0
2243,13,11.6,22.8,1.6,W,46.0
2244,13,8.4,26.8,0.0,WNW,35.0
2245,13,10.6,29.8,0.0,SW,24.0
2246,13,13.1,31.4,0.0,S,20.0
2247,13,14.5,33.0,0.0,S,24.0
2248,13,14.8,34.6,0.0,WNW,54.0
2249,13,17.5,31.4,0.0,WSW,41.0
2250,13,10.8,30.6,0.0,SW,33.0
2251,13,16.4,27.7,0.0,NNE,31.0
2252,13,17.0,27.2,8.8,NE,50.0
2253,13,15.8,30.0,0.0,NE,20.0
2254,13,15.9,32.3,0.0,SE,19.0
2255,13,15.9,32.2,0.0,SSE,41.0
2256,13,19.7,31.5,0.2,N,28.0
2257,13,16.1,32.6,0.2,WNW,41.0
2258,13,10.2,29.1,0.0,SSW,30.0
2259,13,13.3,32.5,0.0,NE,61.0
2260,13,14.0,31.5,0.0,ENE,24.0
2261,13,14.9,34.5,0.0,E,28.0
2262,13,18.6,34.3,0.0,WNW,50.0
2263,13,19.0,30.1,2.8,NW,31.0
2264,13,12.1,29.1,0.0,SSW,20.0
2265,13,14.4,31.9,0.0,NNW,37.0
2266,13,12.6,31.0,0.0,NNW,63.0
2267,13,13.0,20.0,2.6,WNW,48.0
2268,13,9.4,25.1,0.0,NW,37.0
2269,13,12.8,27.8,0.0,WNW,31.0
2270,13,9.9,29.5,0.0,SSW,28.0
2271,13,10.3,32.5,0.0,SE,24.0
2272,13,16.0,30.8,0.0,NNW,72.0
2273,13,14.0,25.5,4.4,W,24.0
2274,13,8.6,23.2,0.0,W,35.0
2275,13,10.6,20.7,0.0,NE,24.0
2276,13,13.8,27.3,2.4,SE,31.0
2277,13,14.4,21.9,0.0,SE,24.0
2278,13,17.4,26.2,16.6,SE,28.0
2279,13,17.6,25.8,0.4,W,20.0
2280,13,14.6,26.7,0.0,WNW,19.0
2281,13,13.8,19.7,0.4,SSE,22.0
2282,13,11.6,26.7,9.2,SSE,19.0
2283,13,14.6,28.3,0.0,SSE,19.0
2284,13,13.8,28.5,0.0,E,24.0
2285,13,17.6,21.6,1.6,WSW,17.0
2286,13,14.9,19.6,9.0,SE,48.0
2287,13,14.5,23.3,16.8,SSE,30.0
2288,13,11.5,25.2,0.0,ESE,19.0
2289,13,12.8,24.9,0.0,E,30.0
2290,13,12.4,25.0,0.0,ENE,22.0
2291,13,15.8,18.2,5.0,SE,20.0
2292,13,15.7,17.6,12.4,E,20.0
2293,13,16.4,24.0,66.2,SSW,30.0
2294,13,10.9,23.8,0.4,SSW,44.0
2295,13,12.1,23.9,0.0,SSE,28.0
2296,13,13.0,21.0,0.0,SE,30.0
2297,13,8.2,22.4,0.0,SSE,50.0
2298,13,8.7,21.8,0.0,WNW,22.0
2299,13,7.0,22.4,0.0,WNW,24.0
2300,13,7.9,21.5,0.0,W,37.0
2301,13,4.3,18.1,0.4,SSW,30.0
2302,13,3.8,16.4,0.0,SW,24.0
2303,13,4.0,17.4,0.0,SW,17.0
2304,13,8.2,22.2,0.0,NE,28.0
2305,13,12.3,22.5,1.6,NE,31.0
2306,13,9.2,20.9,0.0,WNW,33.0
2307,13,5.3,22.5,0.0,NNW,22.0
2308,13,11.1,22.8,0.0,W,41.0
2309,13,5.3,21.1,0.0,NNE,19.0
2310,13,7.8,22.9,0.0,SSE,20.0
2311,13,10.4,22.6,0.0,W,52.0
2312,13,10.5,18.1,15.0,WNW,28.0
2313,13,5.5,17.3,0.0,NNW,24.0
2314,13,5.1,14.5,0.0,NNW,26.0
2315,13,8.4,12.0,3.8,W,30.0
2316,13,7.9,15.1,0.4,W,39.0
2317,13,9.1,15.0,0.0,W,30.0
2318,13,9.6,16.4,0.2,NNW,24.0
2319,13,3.2,16.3,0.0,SE,33.0
2320,13,2.3,16.6,0.0,SSE,28.0
2321,13,3.3,17.8,0.0,SSE,17.0
2322,13,8.9,13.9,2.6,NNE,22.0
2323,13,8.1,18.0,11.4,WNW,26.0
2324,13,6.1,19.3,0.0,ESE,13.0
2325,13,4.9,18.1,0.2,SSE,15.0
2326,13,4.9,18.8,0.0,SSE,20.0
2327,13,6.1,18.5,0.0,SSE,15.0
2328,13,6.6,20.2,0.0,E,15.0
2329,13,6.5,19.5,0.0,E,11.0
2330,13,9.2,18.7,0.0,SE,11.0
2331,13,7.8,19.6,0.0,W,33.0
2332,13,10.1,20.5,4.2,N,19.0
2333,13,9.4,20.3,0.0,NE,15.0
2334,13,8.5,18.9,0.2,SE,19.0
2335,13,8.1,20.4,0.2,WNW,19.0
2336,13,11.0,19.1,1.4,NW,22.0
2337,13,7.7,18.8,0.0,E,15.0
2338,13,8.8,22.2,0.2,ENE,19.0
2339,13,12.4,17.5,0.6,NNE,63.0
2340,13,10.6,14.0,36.4,WNW,26.0
2341,13,8.8,17.5,0.4,SSE,13.0
2342,13,6.7,18.5,0.0,SE,15.0
2343,13,5.5,18.7,0.0,NE,22.0
2344,13,10.0,14.0,8.2,ESE,24.0
2345,13,10.1,15.8,2.2,NW,26.0
2346,13,11.4,13.8,0.6,NW,30.0
2347,13,11.0,14.6,1.4,,
2348,13,6.3,15.6,,SE,17.0
2349,13,4.7,16.0,0.2,SE,20.0
2350,13,2.6,16.0,0.0,WNW,17.0
2351,13,1.0,14.9,0.0,SSE,30.0
2352,13,1.2,18.0,0.0,S,19.0
2353,13,2.5,16.8,0.0,SSE,11.0
2354,13,1.7,14.9,0.0,SSE,13.0
2355,13,3.8,16.6,0.0,ENE,24.0
2356,13,7.9,12.2,3.6,ENE,20.0
2357,13,8.2,15.2,17.4,WSW,19.0
2358,13,6.6,16.4,1.0,W,35.0
2359,13,1.7,11.7,0.0,WNW,43.0
2360,13,5.7,13.8,6.8,W,22.0
2361,13,4.2,11.3,0.0,SE,13.0
2362,13,5.4,11.2,0.0,SE,17.0
2363,13,3.2,16.5,0.0,NNW,24.0
2364,13,6.9,15.1,0.4,N,17.0
2365,13,3.6,14.4,0.2,ENE,15.0
2366,13,5.8,12.2,0.0,NNE,52.0
2367,13,5.7,12.2,8.6,WNW,67.0
2368,13,5.8,13.2,7.6,W,48.0
2369,13,9.2,14.6,1.4,NW,48.0
2370,13,8.4,14.4,0.4,NNE,33.0
2371,13,9.0,12.4,1.4,NW,44.0
2372,13,6.4,10.7,5.0,NNW,56.0
2373,13,2.0,10.1,1.2,W,28.0
2374,13,4.9,11.1,1.0,WNW,48.0
2375,13,5.5,12.2,0.0,WSW,20.0
2376,13,4.7,13.9,0.0,ENE,13.0
2377,13,3.6,13.9,0.2,NNE,22.0
2378,13,4.1,11.1,1.8,NW,39.0
2379,13,7.2,9.6,0.0,WNW,33.0
2380,13,4.8,10.7,0.0,WNW,19.0
2381,13,6.1,13.3,0.0,NE,30.0
2382,13,5.0,11.6,3.8,NNE,43.0
2383,13,6.7,10.5,9.8,WNW,35.0
2384,13,7.1,11.3,0.4,WNW,28.0
2385,13,7.4,12.3,4.4,WSW,39.0
2386,13,-0.5,11.8,0.0,NW,22.0
2387,13,-0.9,12.6,0.2,NNW,13.0
2388,13,3.5,11.3,0.2,NE,24.0
2389,13,6.0,14.2,7.8,NNW,20.0
2390,13,8.1,12.4,2.0,WSW,50.0
2391,13,3.4,13.2,6.6,W,39.0
2392,13,-1.7,15.1,0.0,WSW,20.0
2393,13,-2.1,13.7,0.0,SE,13.0
2394,13,0.3,13.2,0.0,S,15.0
2395,13,-1.3,13.8,0.2,SSE,13.0
2396,13,-1.5,14.6,0.0,SE,13.0
2397,13,1.0,12.4,0.0,E,20.0
2398,13,2.2,17.8,1.8,SSW,46.0
2399,13,4.2,13.6,0.2,NW,20.0
2400,13,6.7,12.7,0.0,NNE,15.0
2401,13,2.7,15.0,0.2,NNE,24.0
2402,13,3.0,16.9,0.0,NNW,41.0
2403,13,7.9,15.4,0.0,WNW,43.0
2404,13,8.9,19.7,0.4,NNW,56.0
2405,13,4.7,8.7,1.0,WNW,54.0
2406,13,-1.1,11.5,2.2,W,24.0
2407,13,-1.7,12.7,0.2,SE,15.0
2408,13,-1.8,14.0,0.0,NNW,13.0
2409,13,-2.8,13.5,0.0,WNW,24.0
2410,13,0.1,10.5,0.2,ESE,11.0
2411,13,3.6,14.6,0.0,NW,26.0
2412,13,2.0,13.8,0.0,SSE,13.0
2413,13,1.7,14.2,0.0,NNW,17.0
2414,13,5.5,14.6,0.0,W,39.0
2415,13,-1.3,12.0,0.2,W,20.0
2416,13,-1.7,14.1,0.0,SE,22.0
2417,13,-1.5,14.6,0.0,SSE,24.0
2418,13,-0.7,16.2,0.0,SE,13.0
2419,13,0.3,17.0,0.0,SE,19.0
2420,13,0.9,15.3,0.0,E,15.0
2421,13,6.6,11.6,0.0,SSW,22.0
2422,13,7.6,18.3,6.6,SSE,30.0
2423,13,4.0,18.7,0.0,SW,52.0
2424,13,2.0,16.3,0.0,SSW,15.0
2425,13,2.3,17.5,0.0,E,52.0
2426,13,2.6,18.5,0.0,SSE,15.0
2427,13,2.9,19.8,0.0,NE,22.0
2428,13,3.8,17.8,0.0,NNW,26.0
2429,13,2.0,17.3,0.0,SE,13.0
2430,13,4.7,20.2,0.0,SE,30.0
2431,13,3.5,19.1,0.0,E,15.0
2432,13,2.3,18.7,0.0,WSW,22.0
2433,13,2.5,19.3,0.0,WSW,17.0
2434,13,2.3,18.8,0.0,WSW,20.0
2435,13,2.8,19.6,0.0,SE,19.0
2436,13,4.6,20.5,0.0,WSW,43.0
2437,13,6.6,15.6,1.0,SSW,61.0
2438,13,-0.6,15.4,0.6,W,24.0
2439,13,0.2,16.3,0.0,WSW,24.0
2440,13,2.3,18.0,0.0,SE,26.0
2441,13,3.3,18.8,0.0,SSE,19.0
2442,13,2.2,20.3,0.0,E,24.0
2443,13,3.7,20.3,0.0,NE,37.0
2444,13,11.7,18.4,0.2,WNW,78.0
2445,13,7.7,16.5,12.4,WNW,35.0
2446,13,10.1,17.8,0.0,W,54.0
2447,13,1.7,17.4,0.0,W,22.0
2448,13,2.6,19.3,0.0,NNE,17.0
2449,13,3.2,20.1,0.0,W,33.0
2450,13,4.8,20.7,0.0,ESE,28.0
2451,13,7.8,19.0,0.0,W,37.0
2452,13,6.8,16.1,0.2,W,48.0
2453,13,3.8,15.0,0.0,W,35.0
2454,13,1.1,16.6,0.0,WNW,28.0
2455,13,2.9,18.9,0.0,SSE,26.0
2456,13,3.4,,0.0,,
2457,13,,,,,
2458,13,,24.1,,,
2459,13,7.8,19.8,,E,30.0
2460,13,12.7,21.8,41.0,W,30.0
2461,13,6.8,17.8,0.6,NW,28.0
2462,13,5.3,20.6,0.0,W,26.0
2463,13,7.3,24.1,0.0,NNE,33.0
2464,13,11.3,21.9,0.0,NNE,30.0
2465,13,7.3,24.3,0.0,WSW,72.0
2466,13,5.3,16.3,0.0,WSW,41.0
2467,13,3.8,18.4,0.0,W,39.0
2468,13,4.9,22.8,,,
2469,13,5.8,23.5,0.0,N,24.0
2470,13,8.6,28.3,0.0,WNW,31.0
2471,13,12.9,29.9,0.0,N,72.0
2472,13,11.7,18.6,9.6,W,65.0
2473,13,5.1,18.6,0.0,WSW,43.0
2474,13,5.7,21.5,0.0,WNW,24.0
2475,13,7.6,23.6,0.0,E,19.0
2476,13,7.1,27.4,0.0,SSE,20.0
2477,13,8.2,30.3,0.0,NNE,48.0
2478,13,14.8,19.3,3.4,W,48.0
2479,13,7.3,18.1,3.2,ESE,41.0
2480,13,2.9,19.5,0.2,SE,22.0
2481,13,3.5,19.3,0.2,WNW,39.0
2482,13,5.1,20.3,0.0,E,28.0
2483,13,5.3,23.1,0.0,SE,39.0
2484,13,8.2,26.8,0.0,SE,41.0
2485,13,10.7,26.9,0.0,SE,31.0
2486,13,9.5,26.3,0.0,ENE,26.0
2487,13,10.8,29.0,0.0,N,30.0
2488,13,14.5,32.1,0.0,NE,31.0
2489,13,16.9,32.9,0.0,W,46.0
2490,13,11.9,32.4,0.0,E,20.0
2491,13,11.8,29.1,0.0,W,39.0
2492,13,14.3,22.0,0.2,W,67.0
2493,13,6.4,19.9,1.0,W,41.0
2494,13,7.6,24.4,0.0,W,28.0
2495,13,8.9,29.0,1.8,W,35.0
2496,13,9.1,33.8,0.0,NW,39.0
2497,13,15.2,21.7,0.0,W,59.0
2498,13,5.5,19.1,5.0,W,43.0
2499,13,5.8,24.4,0.0,SSE,24.0
2500,13,9.6,27.9,0.0,W,41.0
2501,13,12.0,26.0,0.0,WNW,41.0
2502,13,7.8,25.8,0.0,WNW,30.0
2503,13,9.2,29.9,0.0,S,20.0
2504,13,11.1,34.0,0.0,ENE,37.0
2505,13,13.6,30.7,0.0,WNW,37.0
2506,13,10.0,29.3,0.0,W,41.0
2507,13,9.4,29.3,0.0,NW,24.0
2508,13,9.9,30.5,0.0,NW,28.0
2509,13,12.7,33.2,0.0,WNW,24.0
2510,13,14.2,37.9,0.0,SW,52.0
2511,13,17.5,24.3,0.0,W,37.0
2512,13,14.6,21.1,24.4,W,52.0
2513,13,8.3,22.4,0.2,W,33.0
2514,13,9.4,26.6,0.0,NW,31.0
2515,13,10.4,29.7,0.0,W,30.0
2516,13,11.8,34.6,0.0,WSW,56.0
2517,13,18.5,29.5,0.0,W,41.0
2518,13,12.6,33.2,0.0,W,35.0
2519,13,17.3,36.2,0.6,NW,41.0
2520,13,19.8,26.6,0.0,WSW,69.0
2521,13,10.1,22.8,27.0,WSW,44.0
2522,13,9.7,26.0,0.2,WSW,35.0
2523,13,12.8,28.3,0.0,SSE,26.0
2524,13,12.5,29.8,0.0,SSE,24.0
2525,13,14.7,32.3,0.0,NE,30.0
2526,13,20.6,32.7,0.0,NE,44.0
2527,13,20.5,32.4,0.0,NNW,57.0
2528,13,15.5,33.2,13.2,W,39.0
2529,13,14.8,25.8,0.0,WSW,31.0
2530,13,17.5,30.2,13.4,ENE,37.0
2531,13,17.2,28.9,0.0,SE,37.0
2532,13,16.0,26.3,0.8,NE,43.0
2533,13,15.7,23.7,4.4,SE,31.0
2534,13,13.9,27.7,1.4,W,37.0
2535,13,13.9,31.2,0.0,SW,31.0
2536,13,15.0,29.7,0.0,SSE,33.0
2537,13,15.8,27.4,1.4,SSE,54.0
2538,13,12.9,27.5,0.0,SE,35.0
2539,13,13.0,29.1,0.0,SSE,50.0
2540,13,13.1,29.1,0.0,SSE,28.0
2541,13,14.2,35.6,0.0,NNW,39.0
2542,13,20.3,34.9,0.4,NW,65.0
2543,13,11.7,26.4,0.0,SW,43.0
2544,13,10.5,29.3,0.0,WSW,54.0
2545,13,10.2,25.0,0.0,W,41.0
2546,13,11.1,30.0,0.0,S,26.0
2547,13,14.1,33.6,0.0,NE,28.0
2548,13,17.5,35.5,0.0,NNW,43.0
2549,13,21.2,33.4,0.6,ENE,41.0
2550,13,18.0,33.7,0.4,WSW,57.0
2551,13,14.4,32.2,0.0,WNW,41.0
2552,13,15.1,25.7,0.0,W,43.0
2553,13,9.9,28.9,0.0,NE,39.0
2554,13,16.2,31.7,0.0,ENE,28.0
2555,13,17.7,33.7,0.0,NW,85.0
2556,13,12.0,27.0,1.4,W,46.0
2557,13,10.1,30.6,0.0,W,30.0
2558,13,11.4,33.5,0.0,WSW,30.0
2559,13,15.5,39.6,0.0,NE,56.0
2560,13,17.1,38.3,0.0,NNE,48.0
2561,13,26.0,33.1,0.0,NNE,41.0
2562,13,19.0,35.2,0.0,E,33.0
2563,13,20.5,36.1,0.0,NE,39.0
2564,13,20.3,36.5,0.0,NNE,31.0
2565,13,20.7,34.1,0.0,N,44.0
2566,13,20.4,26.4,5.4,SSE,30.0
2567,13,19.7,21.7,7.0,SSE,24.0
2568,13,18.4,30.6,12.6,NE,28.0
2569,13,17.6,33.1,0.2,NNE,39.0
2570,13,18.1,27.0,0.0,NNE,39.0
2571,13,17.9,28.1,46.8,WSW,50.0
2572,13,13.5,28.3,0.4,WNW,43.0
2573,13,11.4,28.4,0.0,NW,41.0
2574,13,15.8,27.6,0.0,WNW,48.0
2575,13,12.1,28.0,0.0,WSW,37.0
2576,13,14.7,28.6,0.0,SSE,28.0
2577,13,14.4,31.1,0.0,NW,59.0
2578,13,18.1,28.8,8.4,SE,35.0
2579,13,17.7,33.7,0.0,NE,24.0
2580,13,20.2,36.0,0.0,SW,63.0
2581,13,20.1,30.8,15.8,WNW,28.0
2582,13,18.0,26.9,0.2,NW,46.0
2583,13,11.5,26.0,0.0,SSE,26.0
2584,13,15.4,28.9,0.0,SE,43.0
2585,13,16.6,27.5,0.0,SSE,50.0
2586,13,14.0,25.0,0.0,SE,46.0
2587,13,9.2,24.0,0.0,ESE,33.0
2588,13,10.5,26.8,0.0,WSW,31.0
2589,13,13.8,28.5,0.0,SE,43.0
2590,13,16.9,29.0,0.0,SSE,33.0
2591,13,13.6,29.8,0.0,WSW,33.0
2592,13,15.2,29.5,0.0,SE,37.0
2593,13,15.0,31.4,0.0,SE,28.0
2594,13,15.7,33.1,0.0,SW,33.0
2595,13,16.9,33.5,0.0,WNW,43.0
2596,13,19.6,38.8,0.2,NW,41.0
2597,13,20.4,36.1,0.0,NE,31.0
2598,13,18.3,34.0,0.0,ENE,30.0
2599,13,20.3,35.8,0.0,SE,81.0
2600,13,17.8,31.9,9.8,E,56.0
2601,13,18.3,32.0,0.0,SE,31.0
2602,13,19.3,24.7,0.2,NNE,31.0
2603,13,16.9,30.9,10.6,SW,24.0
2604,13,19.7,34.9,0.0,NNE,41.0
2605,13,20.5,33.9,0.0,NNE,37.0
2606,13,19.7,28.2,0.0,NE,50.0
2607,13,18.0,33.1,6.0,N,35.0
2608,13,19.0,33.3,0.2,S,30.0
2609,13,18.4,34.6,0.0,NNE,31.0
2610,13,19.0,34.5,0.0,NE,33.0
2611,13,18.4,35.9,0.0,W,50.0
2612,13,17.5,29.5,8.0,NW,39.0
2613,13,17.6,30.3,0.2,SE,24.0
2614,13,18.0,29.8,0.0,WNW,24.0
2615,13,14.5,31.5,0.0,SW,28.0
2616,13,18.1,35.1,0.0,NW,37.0
2617,13,19.3,28.6,1.4,WNW,39.0
2618,13,12.1,28.6,0.2,SSE,43.0
2619,13,16.5,32.0,0.0,WNW,30.0
2620,13,12.7,30.4,0.0,WNW,37.0
2621,13,15.1,23.4,0.0,W,54.0
2622,13,11.2,22.3,0.0,WNW,43.0
2623,13,10.0,25.2,0.0,W,30.0
2624,13,11.3,30.3,0.0,WNW,33.0
2625,13,10.9,29.5,0.0,W,37.0
2626,13,12.6,30.0,0.0,NNW,33.0
2627,13,9.3,31.7,0.0,W,39.0
2628,13,11.8,28.9,0.0,W,39.0
2629,13,14.5,27.6,0.0,SE,57.0
2630,13,10.2,29.0,0.0,WNW,30.0
2631,13,12.7,28.3,0.0,SE,37.0
2632,13,10.0,27.9,0.0,SE,26.0
2633,13,14.5,29.6,0.0,ENE,33.0
2634,13,16.6,28.3,2.8,W,41.0
2635,13,12.7,33.6,0.0,N,37.0
2636,13,16.6,26.8,0.0,WNW,43.0
2637,13,13.2,27.3,0.0,SSE,28.0
2638,13,10.8,30.7,0.0,NNW,50.0
2639,13,16.4,31.9,0.0,WSW,46.0
2640,13,14.5,25.1,0.4,WNW,37.0
2641,13,7.9,24.6,0.0,N,52.0
2642,13,7.8,19.4,0.0,WNW,46.0
2643,13,10.3,20.9,0.0,SW,41.0
2644,13,5.5,23.9,0.0,SSE,20.0
2645,13,5.8,25.8,0.0,W,24.0
2646,13,8.6,28.2,0.0,WNW,26.0
2647,13,9.0,29.4,0.0,SE,22.0
2648,13,10.4,29.1,0.0,N,33.0
2649,13,15.1,26.4,0.0,WNW,37.0
2650,13,8.7,26.8,0.0,SSE,26.0
2651,13,11.5,23.8,0.0,E,30.0
2652,13,15.5,24.3,0.6,WSW,28.0
2653,13,10.8,21.1,0.0,S,26.0
2654,13,11.8,19.9,8.8,SW,37.0
2655,13,10.9,22.3,4.0,SSE,37.0
2656,13,7.3,22.1,0.0,ESE,31.0
2657,13,7.6,24.2,0.0,S,24.0
2658,13,8.2,23.7,0.0,W,19.0
2659,13,11.8,26.5,0.0,W,31.0
2660,13,8.3,25.5,0.0,SSW,20.0
2661,13,10.3,21.8,0.0,SSE,24.0
2662,13,12.7,24.2,3.0,ENE,39.0
2663,13,10.7,26.6,1.4,NW,30.0
2664,13,15.1,17.7,0.2,ENE,19.0
2665,13,15.2,19.9,35.8,WNW,35.0
2666,13,9.9,17.4,15.8,SSE,35.0
2667,13,6.9,18.2,0.2,SSE,54.0
2668,13,10.4,19.4,0.0,SE,48.0
2669,13,5.9,23.1,0.0,SSE,44.0
2670,13,12.7,24.0,0.2,SE,30.0
2671,13,15.2,20.0,3.6,N,26.0
2672,13,10.0,16.0,7.0,SSE,26.0
2673,13,7.1,19.7,2.6,W,37.0
2674,13,5.8,17.8,0.2,WSW,28.0
2675,13,3.6,18.5,0.0,SSE,22.0
2676,13,4.4,19.6,0.0,SE,33.0
2677,13,4.7,20.9,0.0,SE,22.0
2678,13,6.4,22.5,0.0,ESE,19.0
2679,13,7.7,20.7,0.0,S,11.0
2680,13,7.5,23.7,0.0,W,22.0
2681,13,5.0,22.3,0.0,WNW,17.0
2682,13,5.5,20.5,0.0,NW,65.0
2683,13,2.7,15.5,0.0,WNW,41.0
2684,13,6.7,14.7,0.2,W,35.0
2685,13,6.1,13.8,0.0,W,28.0
2686,13,9.9,15.4,0.8,NW,39.0
2687,13,10.4,14.3,2.8,WNW,72.0
2688,13,9.9,18.0,9.2,W,50.0
2689,13,11.2,17.2,0.8,W,44.0
2690,13,4.5,13.5,0.6,W,43.0
2691,13,2.6,15.8,0.0,W,26.0
2692,13,2.3,17.8,0.0,SSE,15.0
2693,13,3.2,18.9,0.0,E,44.0
2694,13,2.4,18.0,0.2,E,20.0
2695,13,2.3,19.2,0.0,NE,13.0
2696,13,6.7,17.4,3.4,W,57.0
2697,13,10.3,17.6,12.8,WNW,26.0
2698,13,6.1,15.0,0.0,W,17.0
2699,13,8.0,16.9,0.0,SE,35.0
2700,13,1.4,16.6,0.0,NNW,13.0
2701,13,-0.2,13.9,0.0,SE,13.0
2702,13,2.6,15.2,0.0,ESE,15.0
2703,13,2.0,13.8,0.0,ESE,13.0
2704,13,5.7,14.7,0.2,ENE,20.0
2705,13,7.4,18.7,3.2,NNE,33.0
2706,13,9.1,15.8,11.2,WNW,30.0
2707,13,5.0,15.4,0.0,WNW,31.0
2708,13,8.4,14.5,0.0,NW,33.0
2709,13,3.8,11.5,2.4,W,44.0
2710,13,-1.4,12.5,0.0,SSW,15.0
2711,13,-1.2,12.6,0.0,E,17.0
2712,13,-1.2,9.9,0.2,NNE,17.0
2713,13,2.6,13.3,6.4,SSE,17.0
2714,13,0.8,13.2,0.2,NNW,17.0
2715,13,2.3,10.9,0.0,E,15.0
2716,13,1.0,16.7,0.2,N,44.0
2717,13,4.3,15.0,0.0,W,37.0
